,Draft_Yr,Pk,Team,Player,College,Yrs,Games,Minutes Played,PTS,TRB,AST,FG_Percentage,TP_Percentage,FT_Percentage,Minutes per Game,Points per Game,TRB per game,Assits per Game,Win Share,WS_per_game,BPM,VORP
1213,1982,30.0,CHI,Wallace Bryant,University of San Francisco,3.0,102.0,1395.0,323.0,374.0,112.0,0.407,0.0,0.573,13.7,3.2,3.7,1.1,1.3,0.044,-1.9,0.0
1214,1982,31.0,CHI,Rod Higgins,"California State University, Fresno",13.0,779.0,17189.0,7011.0,2819.0,1254.0,0.465,0.342,0.808,22.1,9.0,3.6,1.6,37.8,0.106,-0.1,8.3
1215,1982,32.0,SDC,Richard Anderson,"University of California, Santa Barbara",6.0,407.0,6002.0,2260.0,1418.0,611.0,0.412,0.333,0.762,14.7,5.6,3.5,1.5,7.6,0.061,-1.2,1.2
1216,1982,33.0,POR,Linton Townes,James Madison University,3.0,60.0,543.0,257.0,67.0,32.0,0.44,0.36,0.75,9.1,4.3,1.1,0.5,0.6,0.057,-3.8,-0.2
1217,1982,34.0,NYK,Vince Taylor,Duke University,1.0,31.0,321.0,95.0,36.0,41.0,0.363,0.0,0.656,10.4,3.1,1.2,1.3,0.1,0.009,-2.5,0.0
1218,1982,35.0,GSW,Derek Smith,University of Louisville,9.0,408.0,9825.0,5232.0,1300.0,866.0,0.499,0.294,0.753,24.1,12.8,3.2,2.1,18.3,0.089,-0.7,3.2
1219,1982,36.0,PHI,J.J. Anderson,Bradley University,3.0,157.0,1970.0,751.0,439.0,110.0,0.465,0.0,0.558,12.5,4.8,2.8,0.7,2.7,0.065,-1.5,0.3
1220,1982,37.0,POR,Audie Norris,Jackson State University,3.0,187.0,2585.0,819.0,576.0,147.0,0.511,0.0,0.662,13.8,4.4,3.1,0.8,2.9,0.054,-2.3,-0.2
1221,1982,38.0,GSW,Wayne Sappleton,Loyola University of Chicago,1.0,33.0,298.0,96.0,75.0,7.0,0.471,0.0,0.412,9.0,2.9,2.3,0.2,0.1,0.012,-6.8,-0.4
1222,1982,39.0,PHO,Kevin Magee,"University of California, Irvine",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,1982,40.0,IND,Guy Morgan,Wake Forest University,1.0,8.0,46.0,15.0,17.0,7.0,0.292,0.0,0.25,5.8,1.9,2.1,0.9,-0.1,-0.059,-5.3,0.0
1224,1982,41.0,WSB,Dwight Anderson,University of Southern California,1.0,5.0,33.0,21.0,2.0,3.0,0.5,0.0,0.7,6.6,4.2,0.4,0.6,0.0,0.001,-9.0,-0.1
1225,1982,42.0,HOU,Jeff Taylor,Texas Tech University,2.0,56.0,818.0,179.0,82.0,113.0,0.412,0.0,0.696,14.6,3.2,1.5,2.0,-0.1,-0.008,-4.0,-0.4
1226,1982,43.0,IND,Jose Slaughter,University of Portland,1.0,63.0,515.0,225.0,68.0,52.0,0.374,0.22,0.644,8.2,3.6,1.1,0.8,-0.1,-0.007,-3.9,-0.3
1227,1982,44.0,WSB,Mike Gibson,University of South Carolina Upstate,2.0,64.0,390.0,101.0,106.0,14.0,0.387,0.0,0.679,6.1,1.6,1.7,0.2,0.3,0.042,-4.0,-0.2
1228,1982,45.0,PHI,Russ Schoene,University of Tennessee at Chattanooga,4.0,290.0,3548.0,1491.0,735.0,175.0,0.435,0.335,0.751,12.2,5.1,2.5,0.6,4.5,0.061,-3.0,-0.9
1229,1982,46.0,BOS,Tony Guy,University of Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1230,1982,47.0,CLE,Michael Wilson,Marquette University,3.0,32.0,338.0,108.0,36.0,45.0,0.438,0.0,0.75,10.6,3.4,1.1,1.4,0.3,0.038,-2.8,-0.1
1231,1982,48.0,SDC,Craig Hodges,"California State University, Long Beach",10.0,695.0,15077.0,5940.0,937.0,1769.0,0.461,0.4,0.828,21.7,8.5,1.3,2.5,27.2,0.087,-1.4,2.2
1232,1982,49.0,UTA,Steve Trumbo,Brigham Young University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1233,1982,50.0,DAL,Corny Thompson,University of Connecticut,1.0,44.0,520.0,122.0,120.0,34.0,0.314,0.0,0.783,11.8,2.8,2.7,0.8,-0.1,-0.01,-5.1,-0.4
1234,1982,51.0,KCK,Jim Johnstone,Wake Forest University,1.0,23.0,191.0,31.0,46.0,11.0,0.367,0.0,0.45,8.3,1.3,2.0,0.5,-0.1,-0.02,-5.7,-0.2
1235,1982,52.0,NYK,Dan Caldwell,University of Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,1982,53.0,CHI,Tyrone Adams,Kansas State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1237,1982,54.0,LAL,Willie Jones,Vanderbilt University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1238,1982,55.0,UTA,Jerry Eaves,University of Louisville,4.0,168.0,2685.0,1132.0,208.0,414.0,0.472,0.071,0.773,16.0,6.7,1.2,2.5,2.6,0.046,-4.8,-1.9
1239,1982,56.0,ATL,Joe Kopicki,University of Detroit Mercy,3.0,118.0,1187.0,432.0,314.0,84.0,0.493,0.273,0.812,10.1,3.7,2.7,0.7,3.5,0.142,-0.7,0.4
1240,1982,57.0,NYK,Craig Tucker,University of Illinois at Urbana-Champaign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,1982,58.0,WSB,Mike Largey,Upsala College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,1982,59.0,NJN,Jimmy Black,University of North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,1982,60.0,GSW,Chris Engler,University of Wyoming,5.0,195.0,1405.0,343.0,386.0,45.0,0.411,0.0,0.677,7.2,1.8,2.0,0.2,0.6,0.02,-5.8,-1.4
1244,1982,61.0,PHO,Charles Pittman,University of Maryland,4.0,234.0,3292.0,1060.0,718.0,204.0,0.546,0.0,0.711,14.1,4.5,3.1,0.9,4.2,0.062,-2.0,0.0
1245,1982,62.0,DEN,Roylin Bond,Pepperdine University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,1982,63.0,HOU,Chuck Nevitt,North Carolina State University,9.0,155.0,826.0,251.0,239.0,19.0,0.438,0.0,0.589,5.3,1.6,1.5,0.1,0.5,0.031,-4.4,-0.5
1247,1982,64.0,SAS,Willie Redden,University of South Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,1982,65.0,SEA,John Greig,University of Oregon,1.0,9.0,26.0,19.0,6.0,0.0,0.538,0.0,0.833,2.9,2.1,0.7,0.0,0.1,0.182,-9.5,0.0
1249,1982,66.0,POR,Phillip Lockett,University of Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,1982,67.0,LAL,Mike Hackett,Jacksonville University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251,1982,68.0,PHI,Dale Solomon,Virginia Polytechnic Institute and State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,1982,69.0,BOS,Perry Moss,Northeastern University,2.0,136.0,1710.0,536.0,210.0,198.0,0.415,0.174,0.722,12.6,3.9,1.5,1.5,0.9,0.025,-2.6,-0.3
1253,1982,70.0,CLE,Reggie Hannah,University of South Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,1982,71.0,SDC,Darius Clemons,Loyola University of Chicago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255,1982,72.0,UTA,Mark Eaton,"University of California, Los Angeles",11.0,875.0,25169.0,5216.0,6939.0,840.0,0.458,0.0,0.649,28.8,6.0,7.9,1.0,44.8,0.085,1.5,22.4
1256,1982,73.0,DAL,Rudy Woods,Texas A&M University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1257,1982,74.0,KCK,Mike Sanders,"University of California, Los Angeles",11.0,648.0,12391.0,5162.0,1927.0,880.0,0.482,0.221,0.769,19.1,8.0,3.0,1.4,17.9,0.069,-1.9,0.3
1258,1982,75.0,NYK,Norm Anchrum,University of Alabama at Birmingham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1259,1982,76.0,CHI,Chuck Aleksinas,University of Connecticut,1.0,74.0,1114.0,377.0,270.0,36.0,0.478,0.0,0.733,15.1,5.1,3.6,0.5,0.4,0.019,-5.9,-1.1
1260,1982,77.0,IND,Jeff Jones,University of Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1261,1982,78.0,DET,Walker Russell,Western Michigan University,6.0,155.0,1767.0,464.0,187.0,350.0,0.393,0.158,0.8,11.4,3.0,1.2,2.3,-0.7,-0.02,-6.1,-1.8
1262,1982,79.0,POR,Eric Smith,Georgetown University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1263,1982,80.0,NJN,James Griffin,University of Illinois at Urbana-Champaign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264,1982,81.0,WSB,Dino Gregory,"California State University, Long Beach",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265,1982,82.0,NJN,Tony Brown,University of Arkansas,7.0,360.0,6006.0,2163.0,766.0,563.0,0.437,0.259,0.719,16.7,6.0,2.1,1.6,4.9,0.039,-2.2,-0.2
1266,1982,83.0,GSW,Ken Stancell,Virginia Commonwealth University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,1982,84.0,DEN,Alford Turner,University of Louisiana at Lafayette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1268,1982,85.0,HOU,Andre Gaddy,George Mason University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1269,1982,86.0,PHO,Rory White,University of South Alabama,5.0,324.0,5410.0,2387.0,749.0,232.0,0.506,0.077,0.681,16.7,7.4,2.3,0.7,6.5,0.058,-2.9,-1.3
1270,1982,87.0,SAS,Tony Grier,University of South Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271,1982,88.0,SEA,Ken Owens,University of Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1272,1982,89.0,MIL,Jerry Beck,Middle Tennessee State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1273,1982,90.0,LAL,Craig McCormick,Western Kentucky University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1274,1982,91.0,PHI,Bruce Atkins,Duquesne University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1275,1982,92.0,BOS,Greg Stewart,University of Tulsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1276,1982,93.0,CLE,Terry White,University of Texas at El Paso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1277,1982,94.0,SDC,Gary Carter,University of Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1278,1982,95.0,UTA,Mike McKay,University of Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,1982,96.0,DAL,Ken Arnold,University of Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280,1982,97.0,KCK,Ken Simpson,Grambling State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281,1982,98.0,NYK,Aaron Howard,Villanova University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282,1982,99.0,CHI,Rubin Jackson,Oklahoma City University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,1982,100.0,IND,Rich DiBenedetto,University of Wisconsin-Eau Claire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1284,1982,101.0,DET,John Ebeling,Florida Southern College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,1982,102.0,ATL,Mark Hall,University of Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,1982,103.0,POR,Cherokee Rhone,Centenary College of Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1287,1982,104.0,WSB,Clarence Dickerson,University of Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,1982,105.0,NJN,Chris Giles,University of Alabama at Birmingham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1289,1982,106.0,GSW,Albert Irving,Alcorn State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,1982,107.0,HOU,Jeff Schneider,Virginia Polytechnic Institute and State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291,1982,108.0,PHO,Marvin McCrary,University of Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,1982,109.0,DEN,Bill Duffy,Santa Clara University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1293,1982,110.0,SAS,Clarence Swannegan,Texas Tech University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1294,1982,111.0,SEA,Rod Camp,Southern Illinois University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1295,1982,112.0,WSB,Jerry Davis,University of Detroit Mercy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1296,1982,113.0,LAL,Howard McNeill,Seton Hall University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1297,1982,114.0,PHI,Donald Mason,"California State University, Fresno",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1298,1982,115.0,BOS,William Brown,Saint Peter's College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299,1982,116.0,CLE,Vince Reynolds,University of South Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,1982,117.0,SDC,Eric Marbury,University of Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,1982,118.0,UTA,Alvin Jackson,Southern University and A&M College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302,1982,119.0,DAL,Wayne Waggoner,Northwestern State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,1982,120.0,KCK,Poncho Wright,University of Louisville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304,1982,121.0,NYK,Mike Kanieski,University of Dayton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1305,1982,122.0,CHI,B. B. Fontenet,"University of Nevada, Reno",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306,1982,123.0,IND,Jeff Clark,Saint Joseph's University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,1982,124.0,DET,Gary Holmes,University of Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,1982,125.0,POR,Leo Cunningham,Utah State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1309,1982,126.0,ATL,Jay Bruchak,Mount St. Mary's University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310,1982,127.0,WSB,Byron Williams,Idaho State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1311,1982,128.0,NJN,Mel Daniel,Furman University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,1982,129.0,GSW,David Vann,Saint Mary's College of California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,1982,130.0,PHO,Jake Bethany,Hardin-Simmons University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1314,1982,131.0,DEN,Chris Brust,University of North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1315,1982,132.0,HOU,Don Wilson,University of Louisiana at Monroe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316,1982,133.0,SAS,Jaime Pena,New Mexico State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,1982,134.0,SEA,Bobby Potts,University of North Carolina at Charlotte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1318,1982,135.0,MIL,Tony Carr,University of Wisconsin-Eau Claire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319,1982,136.0,LAL,Lynden Rose,University of Houston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,1982,137.0,PHI,Kevin Boyle,University of Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,1982,138.0,BOS,John Schweitz,University of Richmond,2.0,22.0,117.0,57.0,22.0,18.0,0.333,0.0,0.7,5.3,2.6,1.0,0.8,-0.5,-0.207,-10.9,-0.3
1322,1982,139.0,CLE,Randy Reed,Kansas State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1323,1982,140.0,SDC,Eddie Hughes,Colorado State University,3.0,97.0,1158.0,296.0,93.0,159.0,0.416,0.364,0.692,11.9,3.1,1.0,1.6,1.5,0.06,-2.4,-0.1
1324,1982,141.0,UTA,Thad Gardner,University of Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1325,1982,142.0,DAL,Bob Grady,Northwestern University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,1982,143.0,KCK,Perry Range,University of Illinois at Urbana-Champaign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,1982,144.0,NYK,Phil Seymore,Canisius College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,1982,145.0,CHI,Chuck Verderber,University of Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1329,1982,146.0,IND,Brad Leaf,University of Evansville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1330,1982,147.0,DET,Dean Marquardt,Marquette University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1331,1982,148.0,ATL,Horace Wyatt,Clemson University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1332,1982,149.0,POR,Terry Long,Lamar University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1333,1982,150.0,WSB,Wendell Gibson,University of South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,1982,151.0,NJN,Tony Anderson,"University of California, Los Angeles",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1335,1982,152.0,GSW,Matt Waldron,University of the Pacific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1336,1982,153.0,DEN,Jeb Barlow,University of North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,1982,154.0,HOU,Mike Helms,Wake Forest University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1338,1982,155.0,PHO,Phil Ward,University of North Carolina at Charlotte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,1982,156.0,SAS,Delonte Taylor,University of North Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,1982,157.0,SEA,Allen Rayhorn,Northern Illinois University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,1982,158.0,MIL,Bobby Austin,University of Cincinnati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1342,1982,159.0,LAL,Maurice Williams,University of Southern California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,1982,160.0,PHI,Keith Hilliard,Missouri State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,1982,161.0,BOS,Phil Collins,West Virginia University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,1982,162.0,CLE,Monty Knight,Virginia Commonwealth University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,1982,163.0,SDC,Jacques Tuz,University of Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,1982,164.0,UTA,Rick Campbell,Middle Tennessee State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,1982,165.0,DAL,Keith Peterson,University of Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,1982,166.0,KCK,Ed Nealy,Kansas State University,10.0,540.0,6792.0,1451.0,1799.0,392.0,0.498,0.292,0.684,12.6,2.7,3.3,0.7,15.2,0.107,-0.3,3.0
1350,1982,167.0,NYK,Dan Terwilliger,Siena College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,1982,168.0,CHI,Mike Burns,"University of Nevada, Las Vegas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
