,Player,All_NBA,All-Star,Draft_Yr,Pk,Team,College,Yrs,Games,Minutes Played,PTS,TRB,AST,FG_Percentage,TP_Percentage,FT_Percentage,Minutes per Game,Points per Game,TRB per game,Assits per Game,Win Share,WS_per_game,BPM,VORP,Executive,Tenure
410,Brian Jung,0.0,0.0,1980.0,199.0,BOS,Northwestern University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red Auerbach,12493 days 00:00:00.000000000
411,John Nolan,0.0,0.0,1980.0,214.0,BOS,Providence College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red Auerbach,12493 days 00:00:00.000000000
412,Joakim Noah,1.0,2.0,2007.0,9.0,CHI,University of Florida,9.0,572.0,16848.0,5325.0,5387.0,1704.0,0.49,0.0,0.711,29.5,9.3,9.4,3.0,57.3,0.163,4.3,26.7,John Paxson,2229 days 00:00:00.000000000
413,Aaron Gray,0.0,0.0,2007.0,49.0,CHI,University of Pittsburgh,7.0,318.0,3851.0,1066.0,1190.0,207.0,0.509,0.0,0.562,12.1,3.4,3.7,0.7,6.2,0.077,-1.8,0.2,John Paxson,2229 days 00:00:00.000000000
414,JamesOn Curry,0.0,0.0,2007.0,51.0,CHI,Oklahoma State University,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Paxson,2229 days 00:00:00.000000000
415,Rajon Rondo,1.0,4.0,2006.0,21.0,PHO,University of Kentucky,10.0,645.0,21202.0,7068.0,3128.0,5614.0,0.468,0.289,0.606,32.9,11.0,4.8,8.7,51.2,0.116,1.9,20.9,Mike D'Antoni,453 days 00:00:00.000000000
416,Sergio Rodriguez,0.0,0.0,2006.0,27.0,PHO,0,4.0,285.0,3763.0,1217.0,368.0,839.0,0.418,0.316,0.748,13.2,4.3,1.3,2.9,3.6,0.046,-2.9,-0.9,Mike D'Antoni,453 days 00:00:00.000000000
417,Brad Daugherty,1.0,5.0,1986.0,1.0,CLE,University of North Carolina,8.0,548.0,20029.0,10389.0,5227.0,2028.0,0.532,0.143,0.747,36.5,19.0,9.5,3.7,65.2,0.156,2.6,23.1,Harry Weltman,1279 days 00:00:00.000000000
418,Ron Harper,0.0,0.0,1986.0,8.0,CLE,Miami University,15.0,1009.0,31199.0,13910.0,4309.0,3916.0,0.446,0.289,0.72,30.9,13.8,4.3,3.9,65.8,0.101,2.1,32.0,Harry Weltman,1279 days 00:00:00.000000000
419,Johnny Newman,0.0,0.0,1986.0,29.0,CLE,University of Richmond,16.0,1159.0,28435.0,12740.0,2536.0,1688.0,0.461,0.336,0.81,24.5,11.0,2.2,1.5,50.3,0.085,-1.3,4.8,Harry Weltman,1279 days 00:00:00.000000000
420,Kevin Henderson,0.0,0.0,1986.0,50.0,CLE,"California State University, Fullerton",2.0,22.0,235.0,65.0,24.0,34.0,0.393,0.0,0.607,10.7,3.0,1.1,1.5,-0.2,-0.038,-6.9,-0.3,Harry Weltman,1279 days 00:00:00.000000000
421,Warren Martin,0.0,0.0,1986.0,73.0,CLE,University of North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harry Weltman,1279 days 00:00:00.000000000
422,Ben Davis,0.0,0.0,1986.0,96.0,CLE,Gardner-Webb University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harry Weltman,1279 days 00:00:00.000000000
423,Gilbert Wilburn,0.0,0.0,1986.0,119.0,CLE,New Mexico State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harry Weltman,1279 days 00:00:00.000000000
424,Ralph Dalton,0.0,0.0,1986.0,142.0,CLE,Georgetown University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harry Weltman,1279 days 00:00:00.000000000
425,Elton Brand,1.0,2.0,1999.0,1.0,CHI,Duke University,17.0,1058.0,34910.0,16827.0,9040.0,2184.0,0.5,0.095,0.736,33.0,15.9,8.5,2.1,109.6,0.151,3.1,45.2,Jerry Krause,6586 days 00:00:00.000000000
426,Metta World Peace,0.0,0.0,1999.0,16.0,CHI,St. John's University,16.0,966.0,31280.0,13001.0,4428.0,2620.0,0.415,0.34,0.716,32.4,13.5,4.6,2.7,61.3,0.094,1.8,30.0,Jerry Krause,6586 days 00:00:00.000000000
427,Michael Ruffin,0.0,0.0,1999.0,32.0,CHI,University of Tulsa,9.0,414.0,5966.0,716.0,1632.0,250.0,0.407,0.0,0.459,14.4,1.7,3.9,0.6,6.8,0.055,-1.2,1.2,Jerry Krause,6586 days 00:00:00.000000000
428,Lari Ketner,0.0,0.0,1999.0,49.0,CHI,University of Massachusetts Amherst,2.0,25.0,139.0,34.0,34.0,2.0,0.406,0.0,0.667,5.6,1.4,1.4,0.1,0.0,-0.015,-11.2,-0.3,Jerry Krause,6586 days 00:00:00.000000000
429,Detlef Schrempf,1.0,3.0,1985.0,8.0,DAL,University of Washington,16.0,1136.0,33597.0,15761.0,7023.0,3833.0,0.491,0.384,0.803,29.6,13.9,6.2,3.4,109.5,0.156,2.1,35.0,Norm Sonju,5859 days 00:00:00.000000000
430,Bill Wennington,0.0,0.0,1985.0,16.0,DAL,St. John's University,13.0,720.0,9740.0,3301.0,2148.0,440.0,0.459,0.139,0.787,13.5,4.6,3.0,0.6,17.7,0.087,-3.1,-2.7,Norm Sonju,5859 days 00:00:00.000000000
431,Uwe Blab,0.0,0.0,1985.0,17.0,DAL,Indiana University,5.0,235.0,1966.0,505.0,413.0,102.0,0.433,0.0,0.608,8.4,2.1,1.8,0.4,0.4,0.009,-4.8,-1.4,Norm Sonju,5859 days 00:00:00.000000000
432,Mark Acres,0.0,0.0,1985.0,40.0,DAL,Oral Roberts University,6.0,375.0,5982.0,1343.0,1525.0,180.0,0.506,0.538,0.665,16.0,3.6,4.1,0.5,9.3,0.075,-2.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
433,Leonard Allen,0.0,0.0,1985.0,50.0,DAL,San Diego State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
434,Harold Keeling,0.0,0.0,1985.0,63.0,DAL,Santa Clara University,1.0,20.0,75.0,44.0,6.0,10.0,0.436,0.0,0.714,3.8,2.2,0.3,0.5,0.1,0.041,-3.2,0.0,Norm Sonju,5859 days 00:00:00.000000000
435,Bubba Jennings,0.0,0.0,1985.0,86.0,DAL,Texas Tech University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
436,Tommy Davis,0.0,0.0,1985.0,109.0,DAL,University of Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
437,Carlton Cooper,0.0,0.0,1985.0,132.0,DAL,University of Texas at Austin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
438,Ed Catchings,0.0,0.0,1985.0,155.0,DAL,"University of Nevada, Las Vegas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
439,Latrell Sprewell,1.0,4.0,1992.0,24.0,GSW,University of Alabama,13.0,913.0,35270.0,16712.0,3724.0,3664.0,0.425,0.337,0.804,38.6,18.3,4.1,4.0,56.3,0.077,0.4,21.7,Don Nelson,2601 days 00:00:00.000000000
440,Sasha Danilovic,0.0,0.0,1992.0,43.0,GSW,0,2.0,75.0,2331.0,957.0,182.0,149.0,0.439,0.379,0.789,31.1,12.8,2.4,2.0,4.2,0.087,-0.8,0.7,Don Nelson,2601 days 00:00:00.000000000
441,Matt Fish,0.0,0.0,1992.0,50.0,GSW,University of North Carolina at Wilmington,3.0,50.0,512.0,177.0,110.0,25.0,0.5,0.0,0.625,10.2,3.5,2.2,0.5,0.6,0.058,-3.1,-0.1,Don Nelson,2601 days 00:00:00.000000000
442,Draymond Green,1.0,1.0,2012.0,35.0,GSW,Michigan State University,4.0,321.0,8156.0,2790.0,2085.0,1094.0,0.44,0.342,0.69,25.4,8.7,6.5,3.4,24.7,0.145,3.7,11.8,Bob Myers,1620 days 00:00:00.000000000
443,Harrison Barnes,0.0,0.0,2012.0,7.0,GSW,University of North Carolina,4.0,307.0,8622.0,3087.0,1422.0,447.0,0.446,0.376,0.739,28.1,10.1,4.6,1.5,17.7,0.098,-0.7,2.8,Bob Myers,1620 days 00:00:00.000000000
444,Festus Ezeli,0.0,0.0,2012.0,30.0,GSW,Vanderbilt University,3.0,170.0,2394.0,712.0,725.0,63.0,0.513,0.0,0.557,14.1,4.2,4.3,0.4,5.9,0.119,-1.1,0.6,Bob Myers,1620 days 00:00:00.000000000
445,Ognjen Kuzmic,0.0,0.0,2012.0,52.0,GSW,0,2.0,37.0,164.0,35.0,38.0,8.0,0.52,0.0,0.6,4.4,0.9,1.0,0.2,0.2,0.061,-2.5,0.0,Bob Myers,1620 days 00:00:00.000000000
446,Ralph Sampson,1.0,4.0,1983.0,1.0,HOU,University of Virginia,9.0,456.0,13591.0,7039.0,4011.0,1038.0,0.486,0.172,0.661,29.8,15.4,8.8,2.3,20.1,0.071,0.0,6.8,Ray Patterson,6417 days 00:00:00.000000000
447,Rodney McCray,0.0,0.0,1983.0,3.0,HOU,University of Louisville,10.0,768.0,24876.0,9014.0,5087.0,2750.0,0.503,0.26,0.761,32.4,11.7,6.6,3.6,56.0,0.108,1.6,23.0,Ray Patterson,6417 days 00:00:00.000000000
448,Craig Ehlo,0.0,0.0,1983.0,48.0,HOU,Washington State University,14.0,873.0,21071.0,7492.0,3139.0,2456.0,0.453,0.369,0.689,24.1,8.6,3.6,2.8,41.2,0.094,1.2,16.8,Ray Patterson,6417 days 00:00:00.000000000
449,Darrell Browder,0.0,0.0,1983.0,71.0,HOU,Texas Christian University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ray Patterson,6417 days 00:00:00.000000000
450,Chuck Barnett,0.0,0.0,1983.0,94.0,HOU,University of Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ray Patterson,6417 days 00:00:00.000000000
451,Jim Stack,0.0,0.0,1983.0,117.0,HOU,Northwestern University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ray Patterson,6417 days 00:00:00.000000000
452,Brian Kellerman,0.0,0.0,1983.0,140.0,HOU,University of Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ray Patterson,6417 days 00:00:00.000000000
453,Jeff Bolding,0.0,0.0,1983.0,163.0,HOU,Arkansas State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ray Patterson,6417 days 00:00:00.000000000
454,James Campbell,0.0,0.0,1983.0,185.0,HOU,Oklahoma City University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ray Patterson,6417 days 00:00:00.000000000
455,Carlos Boozer,1.0,2.0,2002.0,34.0,CLE,Duke University,13.0,861.0,26901.0,13976.0,8192.0,1928.0,0.521,0.071,0.722,31.2,16.2,9.5,2.2,80.3,0.143,1.2,22.1,Jim Paxson,2151 days 00:00:00.000000000
456,Dajuan Wagner,0.0,0.0,2002.0,6.0,CLE,University of Memphis,4.0,103.0,2202.0,964.0,142.0,195.0,0.366,0.321,0.77,21.4,9.4,1.4,1.9,0.0,0.0,-5.6,-2.0,Jim Paxson,2151 days 00:00:00.000000000
457,Sam Cassell,1.0,1.0,1993.0,24.0,HOU,Florida State University,15.0,993.0,29812.0,15635.0,3221.0,5939.0,0.454,0.331,0.861,30.0,15.7,3.2,6.0,87.5,0.141,1.4,25.4,Steve Patterson,1449 days 00:00:00.000000000
458,Richard Petruska,0.0,0.0,1993.0,46.0,HOU,"University of California, Los Angeles",1.0,22.0,92.0,53.0,31.0,1.0,0.435,0.467,0.75,4.2,2.4,1.4,0.0,0.0,-0.014,-10.8,-0.2,Steve Patterson,1449 days 00:00:00.000000000
459,Marcelo Nicola,0.0,0.0,1993.0,50.0,HOU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Patterson,1449 days 00:00:00.000000000
460,Chris Bosh,1.0,11.0,2003.0,4.0,TOR,Georgia Institute of Technology,13.0,893.0,31936.0,17189.0,7592.0,1795.0,0.494,0.335,0.799,35.8,19.2,8.5,2.0,106.0,0.159,1.4,27.5,Glen Grunwald,2324 days 00:00:00.000000000
461,Remon Van de Hare,0.0,0.0,2003.0,52.0,TOR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glen Grunwald,2324 days 00:00:00.000000000
462,Kyle Lowry,1.0,2.0,2006.0,24.0,MEM,Villanova University,10.0,653.0,19814.0,8818.0,2622.0,3706.0,0.419,0.356,0.796,30.3,13.5,4.0,5.7,59.8,0.145,3.3,26.6,Jerry West,1875 days 00:00:00.000000000
463,Kawhi Leonard,1.0,1.0,2011.0,15.0,IND,San Diego State University,5.0,324.0,9680.0,4620.0,2039.0,643.0,0.499,0.391,0.828,29.9,14.3,6.3,2.0,41.8,0.207,5.9,19.2,Larry Bird,3274 days 00:00:00.000000000
464,Davis Bertans,0.0,0.0,2011.0,42.0,IND,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Larry Bird,3274 days 00:00:00.000000000
465,Dale Ellis,1.0,1.0,1983.0,9.0,DAL,University of Tennessee,17.0,1209.0,34778.0,19004.0,4201.0,1746.0,0.479,0.403,0.784,28.8,15.7,3.5,1.4,84.7,0.117,0.3,20.5,Norm Sonju,5859 days 00:00:00.000000000
466,Derek Harper,0.0,0.0,1983.0,11.0,DAL,University of Illinois at Urbana-Champaign,16.0,1199.0,37786.0,16006.0,2884.0,6577.0,0.463,0.354,0.745,31.5,13.3,2.4,5.5,86.8,0.11,1.2,30.2,Norm Sonju,5859 days 00:00:00.000000000
467,Mark West,0.0,0.0,1983.0,30.0,DAL,Old Dominion University,17.0,1090.0,20213.0,6259.0,5347.0,428.0,0.58,0.0,0.568,18.5,5.7,4.9,0.4,41.9,0.1,-0.9,5.6,Norm Sonju,5859 days 00:00:00.000000000
468,Dirk Minniefield,0.0,0.0,1983.0,33.0,DAL,University of Kentucky,3.0,222.0,3801.0,1187.0,367.0,845.0,0.47,0.272,0.739,17.1,5.3,1.7,3.8,4.1,0.052,-2.6,-0.6,Norm Sonju,5859 days 00:00:00.000000000
469,Johnny Martin,0.0,0.0,1983.0,79.0,DAL,Northwestern State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
470,Jim Lampley,0.0,0.0,1983.0,102.0,DAL,University of Arkansas at Little Rock,1.0,1.0,16.0,3.0,5.0,0.0,0.333,0.0,0.5,16.0,3.0,5.0,0.0,0.0,-0.003,-12.1,0.0,Norm Sonju,5859 days 00:00:00.000000000
471,Billy Allen,0.0,0.0,1983.0,125.0,DAL,"University of Nevada, Reno",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
472,Terrell Schlundt,0.0,0.0,1983.0,148.0,DAL,Marquette University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
473,Bill Sadler,0.0,0.0,1983.0,171.0,DAL,Pepperdine University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
474,Sherrod Arnold,0.0,0.0,1983.0,193.0,DAL,Chicago State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
475,Clyde Corley,0.0,0.0,1983.0,214.0,DAL,Florida International University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
476,Buck Williams,1.0,3.0,1981.0,3.0,NJN,University of Maryland,17.0,1307.0,42464.0,16784.0,13017.0,1646.0,0.549,0.167,0.664,32.5,12.8,10.0,1.3,120.1,0.136,1.2,34.8,Bob MacKinnon,777 days 00:00:00.000000000
477,Albert King,0.0,0.0,1981.0,10.0,NJN,University of Maryland,9.0,534.0,12836.0,6470.0,2262.0,1171.0,0.461,0.268,0.791,24.0,12.1,4.2,2.2,16.3,0.061,-1.5,1.8,Bob MacKinnon,777 days 00:00:00.000000000
478,Ray Tolbert,0.0,0.0,1981.0,18.0,NJN,Indiana University,5.0,261.0,2789.0,928.0,609.0,135.0,0.495,0.0,0.544,10.7,3.6,2.3,0.5,2.9,0.051,-2.9,-0.6,Bob MacKinnon,777 days 00:00:00.000000000
479,David Burns,0.0,0.0,1981.0,49.0,NJN,Saint Louis University,1.0,9.0,87.0,23.0,5.0,15.0,0.438,0.0,0.6,9.7,2.6,0.6,1.7,-0.1,-0.071,-9.4,-0.2,Bob MacKinnon,777 days 00:00:00.000000000
480,Edmund Sherod,0.0,0.0,1981.0,72.0,NJN,Virginia Commonwealth University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob MacKinnon,777 days 00:00:00.000000000
481,Joe Cooper,0.0,0.0,1981.0,95.0,NJN,University of Colorado,3.0,24.0,389.0,109.0,97.0,19.0,0.506,0.0,0.543,16.2,4.5,4.0,0.8,0.3,0.037,-2.0,0.0,Bob MacKinnon,777 days 00:00:00.000000000
482,Kevin Lynam,0.0,0.0,1981.0,118.0,NJN,La Salle University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob MacKinnon,777 days 00:00:00.000000000
483,Rod Robertson,0.0,0.0,1981.0,141.0,NJN,Northwestern University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob MacKinnon,777 days 00:00:00.000000000
484,Ken Webb,0.0,0.0,1981.0,164.0,NJN,Fairleigh Dickinson University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob MacKinnon,777 days 00:00:00.000000000
485,Rudy Williams,0.0,0.0,1981.0,186.0,NJN,Providence College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob MacKinnon,777 days 00:00:00.000000000
486,Vic Sison,0.0,0.0,1981.0,206.0,NJN,"University of California, Los Angeles",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob MacKinnon,777 days 00:00:00.000000000
487,Baron Davis,1.0,2.0,1999.0,3.0,NOH,"University of California, Los Angeles",13.0,835.0,28592.0,13447.0,3183.0,6025.0,0.409,0.32,0.711,34.2,16.1,3.8,7.2,63.1,0.106,2.7,34.1,Bob Bass,3292 days 00:00:00.000000000
488,Lee Nailon,0.0,0.0,1999.0,43.0,NOH,Texas Christian University,6.0,306.0,5820.0,2622.0,936.0,298.0,0.474,0.111,0.786,19.0,8.6,3.1,1.0,8.0,0.066,-3.1,-1.5,Bob Bass,3292 days 00:00:00.000000000
489,Andre Drummond,1.0,1.0,2012.0,9.0,DET,University of Connecticut,4.0,304.0,9030.0,4015.0,3830.0,187.0,0.553,0.25,0.38,29.7,13.2,12.6,0.6,29.4,0.156,0.6,6.0,Joe Dumars,5060 days 00:00:00.000000000
490,Khris Middleton,0.0,0.0,2012.0,39.0,DET,Texas A&M University,4.0,267.0,8165.0,3644.0,1009.0,710.0,0.449,0.4,0.873,30.6,13.6,3.8,2.7,16.4,0.096,0.0,4.1,Joe Dumars,5060 days 00:00:00.000000000
491,Kim English,0.0,0.0,2012.0,44.0,DET,University of Missouri,1.0,41.0,407.0,119.0,37.0,26.0,0.375,0.28,0.724,9.9,2.9,0.9,0.6,0.2,0.021,-4.2,-0.2,Joe Dumars,5060 days 00:00:00.000000000
492,Jamal Mashburn,1.0,1.0,1993.0,4.0,DAL,University of Kentucky,11.0,611.0,22762.0,11644.0,3271.0,2414.0,0.418,0.345,0.766,37.3,19.1,5.4,4.0,43.7,0.092,0.2,12.9,Norm Sonju,5859 days 00:00:00.000000000
493,Lucious Harris,0.0,0.0,1993.0,28.0,DAL,"California State University, Long Beach",12.0,800.0,15701.0,5784.0,1864.0,1130.0,0.426,0.348,0.79,19.6,7.2,2.3,1.4,28.7,0.088,-1.9,0.5,Norm Sonju,5859 days 00:00:00.000000000
494,Eric Riley,0.0,0.0,1993.0,33.0,DAL,University of Michigan,5.0,186.0,1844.0,574.0,479.0,60.0,0.456,0.0,0.704,9.9,3.1,2.6,0.3,2.5,0.066,-3.0,-0.5,Norm Sonju,5859 days 00:00:00.000000000
495,Kyrie Irving,1.0,3.0,2011.0,1.0,CLE,Duke University,5.0,309.0,10499.0,6416.0,1060.0,1696.0,0.452,0.378,0.865,34.0,20.8,3.4,5.5,31.4,0.144,3.0,13.3,Chris Grant,1343 days 00:00:00.000000000
496,Tristan Thompson,0.0,0.0,2011.0,4.0,CLE,University of Texas at Austin,5.0,388.0,11045.0,3748.0,3311.0,308.0,0.502,0.0,0.63,28.5,9.7,8.5,0.8,27.6,0.12,-1.0,2.9,Chris Grant,1343 days 00:00:00.000000000
497,Justin Harper,0.0,0.0,2011.0,32.0,CLE,University of Richmond,2.0,19.0,119.0,33.0,13.0,2.0,0.317,0.273,0.333,6.3,1.7,0.7,0.1,-0.2,-0.091,-8.3,-0.2,Chris Grant,1343 days 00:00:00.000000000
498,Milan Macvan,0.0,0.0,2011.0,54.0,CLE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Grant,1343 days 00:00:00.000000000
499,Derrick Rose,1.0,3.0,2008.0,1.0,CHI,University of Memphis,7.0,406.0,14210.0,8001.0,1489.0,2516.0,0.448,0.302,0.813,35.0,19.7,3.7,6.2,31.4,0.106,1.0,10.6,John Paxson,2229 days 00:00:00.000000000
500,Sonny Weems,0.0,0.0,2008.0,39.0,CHI,University of Arkansas,4.0,183.0,3335.0,1189.0,402.0,257.0,0.465,0.283,0.702,18.2,6.5,2.2,1.4,0.0,0.001,-4.2,-1.9,John Paxson,2229 days 00:00:00.000000000
501,Andrew Bynum,1.0,1.0,2005.0,10.0,LAL,0,8.0,418.0,10690.0,4822.0,3221.0,490.0,0.556,0.111,0.69,25.6,11.5,7.7,1.2,37.4,0.168,1.3,9.0,Mitch Kupchak,5898 days 00:00:00.000000000
502,Ronny Turiaf,0.0,0.0,2005.0,37.0,LAL,Gonzaga University,10.0,473.0,8020.0,2209.0,1757.0,618.0,0.533,0.0,0.636,17.0,4.7,3.7,1.3,19.2,0.115,1.0,6.0,Mitch Kupchak,5898 days 00:00:00.000000000
503,Von Wafer,0.0,0.0,2005.0,39.0,LAL,Florida State University,6.0,200.0,2475.0,1054.0,234.0,146.0,0.42,0.325,0.751,12.4,5.3,1.2,0.7,3.3,0.064,-3.2,-0.7,Mitch Kupchak,5898 days 00:00:00.000000000
504,Anthony Davis,1.0,3.0,2012.0,1.0,NOH,University of Kentucky,4.0,260.0,8823.0,5398.0,2518.0,433.0,0.516,0.281,0.78,33.9,20.8,9.7,1.7,37.7,0.205,4.2,13.8,Dell Demps,2263 days 00:00:00.000000000
505,Austin Rivers,0.0,0.0,2012.0,10.0,NOH,Duke University,4.0,273.0,5784.0,2030.0,520.0,541.0,0.408,0.329,0.637,21.2,7.4,1.9,2.0,2.9,0.024,-3.6,-2.4,Dell Demps,2263 days 00:00:00.000000000
506,Darius Miller,0.0,0.0,2012.0,46.0,NOH,University of Kentucky,3.0,102.0,1460.0,320.0,131.0,89.0,0.42,0.351,0.841,14.3,3.1,1.3,0.9,1.2,0.04,-2.5,-0.2,Dell Demps,2263 days 00:00:00.000000000
507,Larry Johnson,1.0,2.0,1977.0,24.0,LAC,University of Kentucky,1.0,4.0,38.0,6.0,5.0,7.0,0.231,0.0,0.0,9.5,1.5,1.3,1.8,-0.1,-0.099,-2.9,0.0,Norm Sonju,481 days 00:00:00.000000000
508,Melvin Watkins,0.0,0.0,1977.0,68.0,LAC,University of North Carolina at Charlotte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,481 days 00:00:00.000000000
509,Mike Hanley,0.0,0.0,1977.0,90.0,LAC,Niagara University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,481 days 00:00:00.000000000
510,Curvan Lewis,0.0,0.0,1977.0,112.0,LAC,Virginia Union University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,481 days 00:00:00.000000000
511,Mike Jackson,0.0,0.0,1977.0,133.0,LAC,University of Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,481 days 00:00:00.000000000
512,Emery Sammons,0.0,0.0,1977.0,153.0,LAC,Philadelphia University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,481 days 00:00:00.000000000
513,Larry Johnson,1.0,2.0,1991.0,1.0,NOH,"University of Nevada, Las Vegas",10.0,707.0,25685.0,11450.0,5300.0,2298.0,0.484,0.332,0.766,36.3,16.2,7.5,3.3,69.7,0.13,2.4,28.3,Allan Bristow,456 days 00:00:00.000000000
