,Player,All_NBA,All-Star,Draft_Yr,Pk,Team,College,Yrs,Games,Minutes Played,PTS,TRB,AST,FG_Percentage,TP_Percentage,FT_Percentage,Minutes per Game,Points per Game,TRB per game,Assits per Game,Win Share,WS_per_game,BPM,VORP,Executive,Tenure
3714,Devin Ebanks,0.0,0.0,2010.0,43.0,LAL,West Virginia University,3.0,63.0,711.0,224.0,122.0,24.0,0.385,0.222,0.722,11.3,3.6,1.9,0.4,0.5,0.035,-4.7,-0.5,Mitch Kupchak,5898 days 00:00:00.000000000
3715,Derrick Caracter,0.0,0.0,2010.0,58.0,LAL,University of Texas at El Paso,1.0,41.0,215.0,81.0,43.0,7.0,0.485,0.0,0.739,5.2,2.0,1.0,0.2,0.3,0.057,-4.9,-0.2,Mitch Kupchak,5898 days 00:00:00.000000000
3716,Gani Lawal,0.0,0.0,2010.0,46.0,PHO,Georgia Institute of Technology,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.009,-4.9,0.0,Steve Kerr,1120 days 00:00:00.000000000
3717,Dwayne Collins,0.0,0.0,2010.0,60.0,PHO,University of Miami,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Kerr,1120 days 00:00:00.000000000
3718,Solomon Alabi,0.0,0.0,2010.0,50.0,DAL,Florida State University,2.0,26.0,181.0,39.0,61.0,5.0,0.314,0.0,0.7,7.0,1.5,2.3,0.2,0.0,0.01,-5.4,-0.2,Donn Nelson,4213 days 00:00:00.000000000
3719,Derrick Williams,0.0,0.0,2011.0,2.0,MIN,University of Arizona,5.0,376.0,8051.0,3503.0,1562.0,265.0,0.433,0.299,0.715,21.4,9.3,4.2,0.7,13.0,0.078,-3.1,-2.2,David Kahn,1442 days 00:00:00.000000000
3720,Donatas Motiejunas,0.0,0.0,2011.0,20.0,MIN,0,4.0,214.0,4074.0,1676.0,848.0,236.0,0.475,0.308,0.612,19.0,7.8,4.0,1.1,7.0,0.083,-1.8,0.2,David Kahn,1442 days 00:00:00.000000000
3721,Enes Kanter,0.0,0.0,2011.0,3.0,UTA,0,5.0,373.0,7946.0,3998.0,2515.0,202.0,0.526,0.391,0.763,21.3,10.7,6.7,0.5,20.7,0.125,-2.8,-1.6,Kevin O'Connor,4730 days 00:00:00.000000000
3722,Alec Burks,0.0,0.0,2011.0,12.0,UTA,University of Colorado,5.0,259.0,5965.0,2751.0,757.0,504.0,0.432,0.365,0.751,23.0,10.6,2.9,1.9,8.9,0.071,-1.9,0.2,Kevin O'Connor,4730 days 00:00:00.000000000
3723,Jonas Valanciunas,0.0,0.0,2011.0,5.0,TOR,0,4.0,283.0,7417.0,3201.0,2326.0,183.0,0.556,0.0,0.774,26.2,11.3,8.2,0.6,25.7,0.166,-0.4,2.9,Bryan Colangelo,2649 days 00:00:00.000000000
3724,Jan Vesely,0.0,0.0,2011.0,6.0,WAS,0,3.0,162.0,2455.0,590.0,562.0,96.0,0.521,0.0,0.408,15.2,3.6,3.5,0.6,4.0,0.078,-0.6,0.9,Ernie Grunfeld,4841 days 00:00:00.000000000
3725,Chris Singleton,0.0,0.0,2011.0,18.0,WAS,Florida State University,3.0,148.0,2605.0,612.0,472.0,92.0,0.376,0.319,0.633,17.6,4.1,3.2,0.6,2.3,0.042,-2.3,-0.2,Ernie Grunfeld,4841 days 00:00:00.000000000
3726,Shelvin Mack,0.0,0.0,2011.0,34.0,WAS,Butler University,5.0,275.0,4576.0,1664.0,499.0,812.0,0.421,0.324,0.768,16.6,6.1,1.8,3.0,6.1,0.064,-2.6,-0.8,Ernie Grunfeld,4841 days 00:00:00.000000000
3727,Bismack Biyombo,0.0,0.0,2011.0,7.0,SAC,0,5.0,366.0,7764.0,1693.0,2378.0,115.0,0.507,0.0,0.559,21.2,4.6,6.5,0.3,15.1,0.093,-2.1,-0.1,Geoff Petrie,6956 days 00:00:00.000000000
3728,Tyler Honeycutt,0.0,0.0,2011.0,35.0,SAC,"University of California, Los Angeles",2.0,24.0,120.0,28.0,24.0,9.0,0.314,0.2,0.714,5.0,1.2,1.0,0.4,-0.1,-0.049,-6.4,-0.1,Geoff Petrie,6956 days 00:00:00.000000000
3729,Isaiah Thomas,0.0,0.0,2011.0,60.0,SAC,University of Washington,5.0,365.0,10645.0,6238.0,935.0,1829.0,0.437,0.362,0.863,29.2,17.1,2.6,5.0,32.9,0.148,1.7,10.1,Geoff Petrie,6956 days 00:00:00.000000000
3730,Brandon Knight,0.0,0.0,2011.0,8.0,DET,University of Kentucky,5.0,328.0,10799.0,5225.0,1159.0,1499.0,0.416,0.36,0.806,32.9,15.9,3.5,4.6,11.3,0.05,-0.9,3.0,Joe Dumars,5060 days 00:00:00.000000000
3731,Kyle Singler,0.0,0.0,2011.0,33.0,DET,Duke University,4.0,312.0,7350.0,2215.0,968.0,261.0,0.42,0.37,0.795,23.6,7.1,3.1,0.8,9.8,0.064,-1.3,1.2,Joe Dumars,5060 days 00:00:00.000000000
3732,Vernon Macklin,0.0,0.0,2011.0,52.0,DET,University of Florida,1.0,23.0,135.0,46.0,34.0,5.0,0.543,0.0,0.571,5.9,2.0,1.5,0.2,0.5,0.161,-0.6,0.0,Joe Dumars,5060 days 00:00:00.000000000
3733,Kemba Walker,0.0,0.0,2011.0,9.0,CHA,University of Connecticut,5.0,364.0,12269.0,6307.0,1400.0,1946.0,0.403,0.334,0.823,33.7,17.3,3.8,5.3,24.5,0.096,1.9,11.9,Rich Cho,1935 days 00:00:00.000000000
3734,Tobias Harris,0.0,0.0,2011.0,19.0,CHA,University of Tennessee,5.0,302.0,8510.0,3984.0,1752.0,466.0,0.465,0.325,0.801,28.2,13.2,5.8,1.5,18.8,0.106,-0.5,3.3,Rich Cho,1935 days 00:00:00.000000000
3735,Jeremy Tyler,0.0,0.0,2011.0,39.0,CHA,0,3.0,104.0,1034.0,373.0,269.0,25.0,0.45,0.0,0.557,9.9,3.6,2.6,0.2,0.3,0.014,-6.6,-1.2,Rich Cho,1935 days 00:00:00.000000000
3736,Jimmer Fredette,0.0,0.0,2011.0,10.0,MIL,Brigham Young University,5.0,235.0,3148.0,1416.0,236.0,323.0,0.412,0.381,0.876,13.4,6.0,1.0,1.4,2.4,0.037,-4.0,-1.6,John Hammond,3094 days 00:00:00.000000000
3737,Jon Leuer,0.0,0.0,2011.0,40.0,MIL,University of Wisconsin,5.0,253.0,3463.0,1429.0,895.0,171.0,0.479,0.375,0.718,13.7,5.6,3.5,0.7,7.6,0.106,-1.9,0.1,John Hammond,3094 days 00:00:00.000000000
3738,Markieff Morris,0.0,0.0,2011.0,13.0,PHO,University of Kansas,5.0,372.0,9427.0,4275.0,2018.0,633.0,0.445,0.323,0.759,25.3,11.5,5.4,1.7,14.7,0.075,-0.6,3.4,Lance Blanks,991 days 00:00:00.000000000
3739,Marcus Morris,0.0,0.0,2011.0,14.0,HOU,University of Kansas,5.0,337.0,8351.0,3408.0,1401.0,487.0,0.431,0.363,0.699,24.8,10.1,4.2,1.4,15.2,0.087,-0.3,3.5,Daryl Morey,3435 days 00:00:00.000000000
3740,Nikola Mirotic,0.0,0.0,2011.0,23.0,HOU,0,2.0,148.0,3300.0,1610.0,766.0,197.0,0.406,0.355,0.804,22.3,10.9,5.2,1.3,9.6,0.14,1.2,2.6,Daryl Morey,3435 days 00:00:00.000000000
3741,Chandler Parsons,0.0,0.0,2011.0,38.0,HOU,University of Florida,5.0,340.0,11330.0,4876.0,1721.0,1031.0,0.474,0.38,0.705,33.3,14.3,5.1,3.0,27.7,0.118,2.4,12.5,Daryl Morey,3435 days 00:00:00.000000000
3742,Nikola Vucevic,0.0,0.0,2011.0,16.0,PHI,University of Southern California,5.0,324.0,9749.0,4711.0,3175.0,604.0,0.511,0.269,0.731,30.1,14.5,9.8,1.9,24.1,0.119,0.6,6.3,Rod Thorn,771 days 00:00:00.000000000
3743,Lavoy Allen,0.0,0.0,2011.0,50.0,PHI,Temple University,5.0,327.0,6034.0,1670.0,1624.0,327.0,0.472,0.143,0.68,18.5,5.1,5.0,1.0,12.1,0.096,-1.4,0.9,Rod Thorn,771 days 00:00:00.000000000
3744,Iman Shumpert,0.0,0.0,2011.0,17.0,NYK,Georgia Institute of Technology,5.0,294.0,7524.0,2170.0,1057.0,595.0,0.393,0.334,0.757,25.6,7.4,3.6,2.0,9.6,0.061,0.0,3.7,Donnie Walsh,1184 days 00:00:00.000000000
3745,Nolan Smith,0.0,0.0,2011.0,21.0,POR,Duke University,2.0,84.0,829.0,277.0,83.0,97.0,0.371,0.26,0.714,9.9,3.3,1.0,1.2,-0.8,-0.047,-6.5,-0.9,Chad Buchanan,378 days 00:00:00.000000000
3746,Jon Diebler,0.0,0.0,2011.0,51.0,POR,Ohio State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chad Buchanan,378 days 00:00:00.000000000
3747,Kenneth Faried,0.0,0.0,2011.0,22.0,DEN,Morehead State University,5.0,348.0,9243.0,4271.0,3019.0,377.0,0.544,0.154,0.647,26.6,12.3,8.7,1.1,30.1,0.156,1.5,8.2,Masai Ujiri,1008 days 00:00:00.000000000
3748,Reggie Jackson,0.0,0.0,2011.0,24.0,OKC,Boston College,5.0,351.0,8463.0,4167.0,1112.0,1478.0,0.433,0.314,0.859,24.1,11.9,3.2,4.2,19.4,0.11,0.4,5.2,Sam Presti,3403 days 00:00:00.000000000
3749,MarShon Brooks,0.0,0.0,2011.0,25.0,BOS,Providence College,3.0,164.0,2876.0,1261.0,358.0,232.0,0.442,0.326,0.748,17.5,7.7,2.2,1.4,2.5,0.041,-2.5,-0.4,Danny Ainge,4893 days 00:00:00.000000000
3750,E'Twaun Moore,0.0,0.0,2011.0,55.0,BOS,Purdue University,5.0,307.0,5286.0,1789.0,515.0,484.0,0.427,0.369,0.741,17.2,5.8,1.7,1.6,4.8,0.044,-2.5,-0.7,Danny Ainge,4893 days 00:00:00.000000000
3751,Jordan Hamilton,0.0,0.0,2011.0,26.0,DAL,University of Texas at Austin,5.0,151.0,2100.0,890.0,429.0,127.0,0.408,0.357,0.67,13.9,5.9,2.8,0.8,3.0,0.069,-1.5,0.3,Donn Nelson,4213 days 00:00:00.000000000
3752,Targuy Ngombo,0.0,0.0,2011.0,57.0,DAL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Donn Nelson,4213 days 00:00:00.000000000
3753,JaJuan Johnson,0.0,0.0,2011.0,27.0,NJN,Purdue University,1.0,36.0,298.0,114.0,58.0,6.0,0.446,0.0,0.667,8.3,3.2,1.6,0.2,0.2,0.032,-6.3,-0.3,Billy King,2006 days 00:00:00.000000000
3754,Jordan Williams,0.0,0.0,2011.0,36.0,NJN,University of Maryland,1.0,43.0,635.0,197.0,156.0,11.0,0.507,0.0,0.652,14.8,4.6,3.6,0.3,1.3,0.101,-3.1,-0.2,Billy King,2006 days 00:00:00.000000000
3755,Norris Cole,0.0,0.0,2011.0,28.0,CHI,Cleveland State University,5.0,347.0,7893.0,2463.0,691.0,967.0,0.409,0.326,0.741,22.7,7.1,2.0,2.8,3.1,0.019,-3.9,-3.8,Gar Forman,2689 days 00:00:00.000000000
3756,Jimmy Butler,0.0,0.0,2011.0,30.0,CHI,Marquette University,5.0,323.0,10071.0,4392.0,1451.0,837.0,0.445,0.328,0.812,31.2,13.6,4.5,2.6,35.5,0.169,3.1,13.0,Gar Forman,2689 days 00:00:00.000000000
3757,Malcolm Lee,0.0,0.0,2011.0,43.0,CHI,"University of California, Los Angeles",3.0,36.0,534.0,140.0,65.0,51.0,0.382,0.294,0.703,14.8,3.9,1.8,1.4,0.4,0.04,-2.0,0.0,Gar Forman,2689 days 00:00:00.000000000
3758,Cory Joseph,0.0,0.0,2011.0,29.0,SAS,University of Texas at Austin,5.0,284.0,5080.0,1739.0,586.0,639.0,0.46,0.294,0.767,17.9,6.1,2.1,2.3,11.8,0.111,-0.4,2.1,R.C. Buford,5205 days 00:00:00.000000000
3759,Adam Hanga,0.0,0.0,2011.0,59.0,SAS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R.C. Buford,5205 days 00:00:00.000000000
3760,Bojan Bogdanovic,0.0,0.0,2011.0,31.0,MIA,0,2.0,157.0,3969.0,1587.0,468.0,167.0,0.442,0.37,0.828,25.3,10.1,3.0,1.1,3.3,0.04,-2.7,-0.7,Pat Riley,2923 days 00:00:00.000000000
3761,Trey Thompkins,0.0,0.0,2011.0,37.0,LAC,University of Georgia,1.0,24.0,119.0,57.0,24.0,3.0,0.393,0.308,0.714,5.0,2.4,1.0,0.1,0.0,0.004,-8.9,-0.2,Neil Olshey,818 days 00:00:00.000000000
3762,Travis Leslie,0.0,0.0,2011.0,47.0,LAC,University of Georgia,1.0,10.0,45.0,14.0,9.0,5.0,0.357,0.0,0.444,4.5,1.4,0.9,0.5,0.1,0.06,-0.2,0.0,Neil Olshey,818 days 00:00:00.000000000
3763,Darius Morris,0.0,0.0,2011.0,41.0,LAL,University of Michigan,4.0,132.0,1464.0,430.0,126.0,189.0,0.384,0.322,0.63,11.1,3.3,1.0,1.4,-0.3,-0.01,-5.6,-1.3,Mitch Kupchak,5898 days 00:00:00.000000000
3764,Andrew Goudelock,0.0,0.0,2011.0,46.0,LAL,College of Charleston,3.0,49.0,475.0,197.0,34.0,24.0,0.393,0.345,0.875,9.7,4.0,0.7,0.5,0.0,0.003,-6.5,-0.5,Mitch Kupchak,5898 days 00:00:00.000000000
3765,Chukwudiebere Maduabum,0.0,0.0,2011.0,56.0,LAL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitch Kupchak,5898 days 00:00:00.000000000
3766,Ater Majok,0.0,0.0,2011.0,58.0,LAL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitch Kupchak,5898 days 00:00:00.000000000
3767,Josh Harrellson,0.0,0.0,2011.0,45.0,NOH,University of Kentucky,3.0,75.0,888.0,265.0,227.0,26.0,0.438,0.347,0.629,11.8,3.5,3.0,0.3,2.1,0.116,-0.7,0.3,Dell Demps,2263 days 00:00:00.000000000
3768,Keith Benson,0.0,0.0,2011.0,48.0,ATL,Oakland University,1.0,3.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-0.005,-10.4,0.0,Rick Sund,1489 days 00:00:00.000000000
3769,Josh Selby,0.0,0.0,2011.0,49.0,MEM,University of Kansas,2.0,38.0,296.0,83.0,20.0,34.0,0.33,0.143,0.72,7.8,2.2,0.5,0.9,-0.7,-0.113,-10.1,-0.6,Chris Wallace,1964 days 00:00:00.000000000
3770,DeAndre Liggins,0.0,0.0,2011.0,53.0,ORL,University of Kentucky,3.0,57.0,406.0,93.0,69.0,20.0,0.466,0.304,0.486,7.1,1.6,1.2,0.4,0.6,0.071,-1.3,0.1,Otis Smith,2210 days 00:00:00.000000000
3771,Bradley Beal,0.0,0.0,2012.0,3.0,WAS,University of Florida,4.0,247.0,8090.0,3949.0,913.0,736.0,0.426,0.397,0.781,32.8,16.0,3.7,3.0,13.4,0.08,-0.4,3.3,Ernie Grunfeld,4841 days 00:00:00.000000000
3772,Tomas Satoransky,0.0,0.0,2012.0,32.0,WAS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ernie Grunfeld,4841 days 00:00:00.000000000
3773,Dion Waiters,0.0,0.0,2012.0,4.0,CLE,Syracuse University,4.0,289.0,8188.0,3709.0,738.0,709.0,0.411,0.334,0.707,28.3,12.8,2.6,2.5,5.8,0.034,-2.7,-1.5,Chris Grant,1343 days 00:00:00.000000000
3774,Jared Cunningham,0.0,0.0,2012.0,24.0,CLE,Oregon State University,4.0,84.0,605.0,197.0,56.0,39.0,0.347,0.306,0.674,7.2,2.3,0.7,0.5,0.2,0.017,-5.9,-0.6,Chris Grant,1343 days 00:00:00.000000000
3775,Bernard James,0.0,0.0,2012.0,33.0,CLE,Florida State University,3.0,92.0,761.0,203.0,212.0,13.0,0.497,0.0,0.68,8.3,2.2,2.3,0.1,1.9,0.117,-1.1,0.2,Chris Grant,1343 days 00:00:00.000000000
3776,Jae Crowder,0.0,0.0,2012.0,34.0,CLE,Marquette University,4.0,311.0,6562.0,2414.0,1047.0,383.0,0.426,0.324,0.774,21.1,7.8,3.4,1.2,15.1,0.11,1.1,5.2,Chris Grant,1343 days 00:00:00.000000000
3777,Thomas Robinson,0.0,0.0,2012.0,5.0,SAC,University of Kansas,4.0,265.0,3644.0,1287.0,1284.0,159.0,0.459,0.0,0.511,13.8,4.9,4.8,0.6,3.7,0.048,-3.4,-1.3,Geoff Petrie,6956 days 00:00:00.000000000
3778,Orlando Johnson,0.0,0.0,2012.0,36.0,SAC,"University of California, Santa Barbara",3.0,103.0,1112.0,329.0,180.0,69.0,0.358,0.311,0.727,10.8,3.2,1.7,0.7,1.4,0.059,-3.8,-0.5,Geoff Petrie,6956 days 00:00:00.000000000
3779,Terrence Ross,0.0,0.0,2012.0,8.0,TOR,University of Washington,4.0,309.0,7237.0,2873.0,807.0,274.0,0.419,0.377,0.795,23.4,9.3,2.6,0.9,11.1,0.074,-1.0,1.8,Bryan Colangelo,2649 days 00:00:00.000000000
3780,Quincy Acy,0.0,0.0,2012.0,37.0,TOR,Baylor University,4.0,219.0,3352.0,992.0,782.0,134.0,0.498,0.333,0.75,15.3,4.5,3.6,0.6,6.8,0.098,-1.3,0.6,Bryan Colangelo,2649 days 00:00:00.000000000
3781,Tomislav Zubcic,0.0,0.0,2012.0,56.0,TOR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bryan Colangelo,2649 days 00:00:00.000000000
3782,Jeremy Lamb,0.0,0.0,2012.0,12.0,HOU,University of Connecticut,4.0,214.0,3545.0,1611.0,566.0,241.0,0.432,0.336,0.805,16.6,7.5,2.6,1.1,7.8,0.106,-1.3,0.6,Daryl Morey,3435 days 00:00:00.000000000
3783,Royce White,0.0,0.0,2012.0,16.0,HOU,Iowa State University,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.121,-10.4,0.0,Daryl Morey,3435 days 00:00:00.000000000
3784,Terrence Jones,0.0,0.0,2012.0,18.0,HOU,University of Kentucky,4.0,178.0,4287.0,1845.0,1024.0,179.0,0.512,0.314,0.628,24.1,10.4,5.8,1.0,12.5,0.14,0.6,2.8,Daryl Morey,3435 days 00:00:00.000000000
3785,Kendall Marshall,0.0,0.0,2012.0,13.0,PHO,University of North Carolina,4.0,160.0,3083.0,802.0,253.0,779.0,0.399,0.37,0.611,19.3,5.0,1.6,4.9,1.0,0.015,-5.6,-2.8,Lance Blanks,991 days 00:00:00.000000000
3786,John Henson,0.0,0.0,2012.0,14.0,MIL,University of North Carolina,4.0,257.0,4871.0,2026.0,1327.0,257.0,0.537,0.0,0.549,19.0,7.9,5.2,1.0,11.1,0.109,0.6,3.2,John Hammond,3094 days 00:00:00.000000000
3787,Doron Lamb,0.0,0.0,2012.0,42.0,MIL,University of Kentucky,2.0,100.0,1272.0,345.0,95.0,75.0,0.381,0.394,0.7,12.7,3.5,1.0,0.8,0.1,0.005,-5.9,-1.2,John Hammond,3094 days 00:00:00.000000000
3788,Maurice Harkless,0.0,0.0,2012.0,15.0,PHI,St. John's University,4.0,279.0,6055.0,1873.0,985.0,222.0,0.459,0.3,0.589,21.7,6.7,3.5,0.8,8.4,0.067,-0.8,1.9,Rod Thorn,771 days 00:00:00.000000000
3789,Justin Hamilton,0.0,0.0,2012.0,45.0,PHI,Louisiana State University,2.0,49.0,784.0,245.0,141.0,36.0,0.475,0.325,0.846,16.0,5.0,2.9,0.7,1.7,0.101,0.3,0.5,Rod Thorn,771 days 00:00:00.000000000
3790,Tornike Shengelia,0.0,0.0,2012.0,54.0,PHI,0,2.0,45.0,247.0,59.0,39.0,17.0,0.451,0.125,0.5,5.5,1.3,0.9,0.4,-0.2,-0.032,-6.6,-0.3,Rod Thorn,771 days 00:00:00.000000000
3791,Tyler Zeller,0.0,0.0,2012.0,17.0,DAL,University of North Carolina,4.0,289.0,5523.0,2206.0,1363.0,274.0,0.5,0.0,0.783,19.1,7.6,4.7,0.9,12.8,0.111,-1.4,0.8,Donn Nelson,4213 days 00:00:00.000000000
3792,Darius Johnson-Odom,0.0,0.0,2012.0,55.0,DAL,Marquette University,2.0,7.0,21.0,0.0,6.0,2.0,0.0,0.0,0.0,3.0,0.0,0.9,0.3,-0.3,-0.597,-23.2,-0.1,Donn Nelson,4213 days 00:00:00.000000000
3793,Andrew Nicholson,0.0,0.0,2012.0,19.0,ORL,St. Bonaventure University,4.0,247.0,3738.0,1600.0,796.0,116.0,0.473,0.336,0.78,15.1,6.5,3.2,0.5,4.0,0.051,-5.2,-3.0,Rob Hennigan,1563 days 00:00:00.000000000
3794,Kyle O'Quinn,0.0,0.0,2012.0,49.0,ORL,Norfolk State University,4.0,242.0,3414.0,1264.0,1022.0,261.0,0.495,0.246,0.722,14.1,5.2,4.2,1.1,7.1,0.1,0.1,1.8,Rob Hennigan,1563 days 00:00:00.000000000
3795,Evan Fournier,0.0,0.0,2012.0,20.0,DEN,0,4.0,251.0,6158.0,2751.0,615.0,489.0,0.448,0.389,0.784,24.5,11.0,2.5,1.9,10.1,0.079,-0.9,1.6,Masai Ujiri,1008 days 00:00:00.000000000
3796,Quincy Miller,0.0,0.0,2012.0,38.0,DEN,Baylor University,3.0,69.0,934.0,295.0,169.0,37.0,0.35,0.292,0.706,13.5,4.3,2.4,0.5,-0.1,-0.003,-4.0,-0.5,Masai Ujiri,1008 days 00:00:00.000000000
3797,Izzet Turkyilmaz,0.0,0.0,2012.0,50.0,DEN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masai Ujiri,1008 days 00:00:00.000000000
3798,Jared Sullinger,0.0,0.0,2012.0,21.0,BOS,Ohio State University,4.0,258.0,6414.0,2856.0,1979.0,474.0,0.439,0.276,0.727,24.9,11.1,7.7,1.8,15.4,0.115,0.6,4.3,Danny Ainge,4893 days 00:00:00.000000000
3799,Fab Melo,0.0,0.0,2012.0,22.0,BOS,Syracuse University,1.0,6.0,36.0,7.0,3.0,0.0,0.5,0.0,0.25,6.0,1.2,0.5,0.0,0.0,0.021,-5.8,0.0,Danny Ainge,4893 days 00:00:00.000000000
3800,Kris Joseph,0.0,0.0,2012.0,51.0,BOS,Syracuse University,1.0,10.0,54.0,9.0,7.0,1.0,0.143,0.0,0.625,5.4,0.9,0.7,0.1,-0.1,-0.127,-10.5,-0.1,Danny Ainge,4893 days 00:00:00.000000000
3801,John Jenkins,0.0,0.0,2012.0,23.0,ATL,Vanderbilt University,4.0,141.0,1837.0,727.0,212.0,115.0,0.449,0.363,0.846,13.0,5.2,1.5,0.8,2.7,0.07,-3.6,-0.7,Danny Ferry,809 days 00:00:00.000000000
3802,Mike Scott,0.0,0.0,2012.0,43.0,ATL,University of Virginia,4.0,263.0,4127.0,1943.0,799.0,240.0,0.466,0.345,0.784,15.7,7.4,3.0,0.9,9.3,0.108,-2.2,-0.3,Danny Ferry,809 days 00:00:00.000000000
3803,Tony Wroten,0.0,0.0,2012.0,25.0,MEM,University of Washington,4.0,145.0,3076.0,1604.0,363.0,437.0,0.413,0.231,0.647,21.2,11.1,2.5,3.0,-1.3,-0.021,-4.1,-1.6,Chris Wallace,1964 days 00:00:00.000000000
3804,Miles Plumlee,0.0,0.0,2012.0,26.0,IND,Duke University,4.0,228.0,4083.0,1267.0,1200.0,95.0,0.534,0.0,0.552,17.9,5.6,5.3,0.4,8.8,0.103,-1.3,0.7,Donnie Walsh,365 days 00:00:00.000000000
3805,Arnett Moultrie,0.0,0.0,2012.0,27.0,MIA,Mississippi State University,2.0,59.0,729.0,210.0,180.0,12.0,0.547,0.0,0.667,12.4,3.6,3.1,0.2,1.7,0.113,-3.0,-0.2,Pat Riley,2923 days 00:00:00.000000000
3806,Perry Jones,0.0,0.0,2012.0,28.0,OKC,Baylor University,3.0,143.0,1675.0,488.0,252.0,54.0,0.42,0.293,0.66,11.7,3.4,1.8,0.4,1.7,0.048,-4.6,-1.1,Sam Presti,3403 days 00:00:00.000000000
3807,Marquis Teague,0.0,0.0,2012.0,29.0,CHI,University of Kentucky,2.0,88.0,835.0,206.0,84.0,121.0,0.349,0.22,0.686,9.5,2.3,1.0,1.4,-0.8,-0.046,-8.1,-1.3,Gar Forman,2689 days 00:00:00.000000000
3808,Kevin Murphy,0.0,0.0,2012.0,47.0,UTA,Tennessee Technological University,1.0,17.0,52.0,15.0,4.0,2.0,0.25,0.2,0.0,3.1,0.9,0.2,0.1,-0.3,-0.272,-17.6,-0.2,Kevin O'Connor,4730 days 00:00:00.000000000
3809,Kostas Papanikolaou,0.0,0.0,2012.0,48.0,NYK,0,2.0,69.0,1089.0,249.0,158.0,101.0,0.354,0.297,0.688,15.8,3.6,2.3,1.5,0.3,0.015,-2.8,-0.2,Glen Grunwald,819 days 00:00:00.000000000
3810,Furkan Aldemir,0.0,0.0,2012.0,53.0,LAC,0,1.0,41.0,540.0,93.0,176.0,28.0,0.513,0.0,0.481,13.2,2.3,4.3,0.7,1.4,0.122,-0.7,0.2,"Vinny Del Negro, Andy Roeser, Gary Sacks",92 days 00:00:00.000000000
3811,Ilkan Karaman,0.0,0.0,2012.0,57.0,NJN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Billy King,2006 days 00:00:00.000000000
3812,Robbie Hummel,0.0,0.0,2012.0,58.0,MIN,Purdue University,2.0,98.0,1397.0,379.0,266.0,50.0,0.418,0.343,0.867,14.3,3.9,2.7,0.5,1.9,0.066,-2.9,-0.3,David Kahn,1442 days 00:00:00.000000000
3813,Marcus Denmon,0.0,0.0,2012.0,59.0,SAS,University of Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R.C. Buford,5205 days 00:00:00.000000000
3814,Robert Sacre,0.0,0.0,2012.0,60.0,LAL,Gonzaga University,4.0,189.0,2745.0,787.0,593.0,126.0,0.436,0.0,0.671,14.5,4.2,3.1,0.7,2.4,0.042,-3.1,-0.8,Mitch Kupchak,5898 days 00:00:00.000000000
3815,Anthony Bennett,0.0,0.0,2013.0,1.0,CLE,"University of Nevada, Las Vegas",3.0,128.0,1641.0,543.0,394.0,65.0,0.388,0.256,0.657,12.8,4.2,3.1,0.5,0.0,0.001,-6.0,-1.7,Chris Grant,1343 days 00:00:00.000000000
3816,Sergey Karasev,0.0,0.0,2013.0,19.0,CLE,0,3.0,95.0,1110.0,287.0,140.0,87.0,0.395,0.282,0.842,11.7,3.0,1.5,0.9,0.8,0.036,-3.1,-0.3,Chris Grant,1343 days 00:00:00.000000000
3817,Allen Crabbe,0.0,0.0,2013.0,31.0,CLE,University of California,3.0,147.0,2888.0,1033.0,298.0,144.0,0.447,0.385,0.85,19.6,7.0,2.0,1.0,5.6,0.094,-0.7,0.9,Chris Grant,1343 days 00:00:00.000000000
