,Player,All_NBA,All-Star,Draft_Yr,Pk,Team,College,Yrs,Games,Minutes Played,PTS,TRB,AST,FG_Percentage,TP_Percentage,FT_Percentage,Minutes per Game,Points per Game,TRB per game,Assits per Game,Win Share,WS_per_game,BPM,VORP,Executive,Tenure,attend_college,Exec_id,Exec_draft_exp
3516,Damir Markota,0,0,2006,59,SAS,0,1,30,170,51,31,6,0.365,0.375,0.636,5.7,1.7,1,0.2,-0.2,-0.07,-9,-0.3,R.C. Buford,5205 days 00:00:00.000000000,0,106,24
3599,George Hill,0,0,2008,26,SAS,Indiana University-Purdue University Indianapolis,8,550,15813,6210,1757,1799,0.45,0.376,0.802,28.8,11.3,3.2,3.3,48,0.146,2,15.8,R.C. Buford,5205 days 00:00:00.000000000,1,106,37
3600,Goran Dragic,0,0,2008,45,SAS,0,8,574,15408,7148,1618,2692,0.471,0.355,0.749,26.8,12.5,2.8,4.7,36.6,0.114,1.2,12.4,R.C. Buford,5205 days 00:00:00.000000000,0,106,37
3601,James Gist,0,0,2008,57,SAS,University of Maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R.C. Buford,5205 days 00:00:00.000000000,1,106,37
3656,DeJuan Blair,0,0,2009,37,SAS,University of Pittsburgh,7,424,7054,2865,2153,349,0.524,0,0.608,16.6,6.8,5.1,0.8,19,0.129,0.4,4.2,R.C. Buford,5205 days 00:00:00.000000000,1,106,38
3657,Jack McClinton,0,0,2009,51,SAS,University of Miami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R.C. Buford,5205 days 00:00:00.000000000,1,106,38
3658,Nando De Colo,0,0,2009,53,SAS,0,2,119,1414,453,211,203,0.429,0.363,0.835,11.9,3.8,1.8,1.7,2.4,0.081,-0.8,0.4,R.C. Buford,5205 days 00:00:00.000000000,0,106,38
3758,Cory Joseph,0,0,2011,29,SAS,University of Texas at Austin,5,284,5080,1739,586,639,0.46,0.294,0.767,17.9,6.1,2.1,2.3,11.8,0.111,-0.4,2.1,R.C. Buford,5205 days 00:00:00.000000000,1,106,32
3759,Adam Hanga,0,0,2011,59,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R.C. Buford,5205 days 00:00:00.000000000,0,106,32
3813,Marcus Denmon,0,0,2012,59,SAS,University of Missouri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R.C. Buford,5205 days 00:00:00.000000000,1,106,33
3862,Livio Jean-Charles,0,0,2013,28,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R.C. Buford,5205 days 00:00:00.000000000,0,106,34
3863,Deshaun Thomas,0,0,2013,58,SAS,Ohio State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R.C. Buford,5205 days 00:00:00.000000000,1,106,34
3921,Kyle Anderson,0,0,2014,30,SAS,"University of California, Los Angeles",2,111,1603,424,316,151,0.44,0.313,0.732,14.4,3.8,2.8,1.4,3.8,0.113,0.8,1.1,R.C. Buford,5205 days 00:00:00.000000000,1,106,40
3922,Jordan McRae,0,0,2014,58,SAS,University of Tennessee,1,22,195,99,20,25,0.436,0.455,0.75,8.9,4.5,0.9,1.1,0.4,0.087,-4.3,-0.1,R.C. Buford,5205 days 00:00:00.000000000,1,106,40
3923,Cory Jefferson,0,0,2014,60,SAS,Baylor University,2,58,581,205,161,16,0.444,0.125,0.583,10,3.5,2.8,0.3,0.9,0.071,-4.6,-0.4,R.C. Buford,5205 days 00:00:00.000000000,1,106,40
3979,Nikola Milutinov,0,0,2015,26,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R.C. Buford,5205 days 00:00:00.000000000,0,106,35
3980,Cady Lalanne,0,0,2015,55,SAS,University of Massachusetts Amherst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R.C. Buford,5205 days 00:00:00.000000000,1,106,35
92,Dwyane Wade,8,12,2003,5,MIA,Marquette University,13,855,30560,20221,4126,4944,0.488,0.284,0.767,35.7,23.7,4.8,5.8,113.8,0.179,5.3,56.4,Randy Pfund,4333 days 00:00:00.000000000,1,14,30
93,Jerome Beasley,0,0,2003,33,MIA,University of North Dakota,1,2,5,2,1,0,0.333,0,0,2.5,1,0.5,0,0,-0.117,-22.4,0,Randy Pfund,4333 days 00:00:00.000000000,1,14,30
2329,Ken Johnson,0,0,2001,48,MIA,Ohio State University,1,16,156,32,32,0,0.405,0,0.333,9.8,2,2,0,0,-0.002,-10,-0.3,Randy Pfund,4333 days 00:00:00.000000000,1,14,29
2594,Charles Smith,0,0,1997,26,MIA,University of New Mexico,5,142,1973,729,200,124,0.409,0.288,0.606,13.9,5.1,1.4,0.9,1.5,0.036,-1.7,0.2,Randy Pfund,4333 days 00:00:00.000000000,1,14,12
2595,Mark Sanford,0,0,1997,30,MIA,University of Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Randy Pfund,4333 days 00:00:00.000000000,1,14,12
3118,Corey Brewer,0,0,1998,51,MIA,University of Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Randy Pfund,4333 days 00:00:00.000000000,1,14,26
3157,Tim James,0,0,1999,25,MIA,University of Miami,3,43,261,68,46,11,0.329,0.333,0.652,6.1,1.6,1.1,0.3,0,-0.003,-7.1,-0.3,Randy Pfund,4333 days 00:00:00.000000000,1,14,27
3158,Rodney Buford,0,0,1999,53,MIA,Creighton University,5,230,4182,1472,598,179,0.412,0.3,0.758,18.2,6.4,2.6,0.8,2.9,0.033,-4.6,-2.8,Randy Pfund,4333 days 00:00:00.000000000,1,14,27
3218,Eddie House,0,0,2000,37,MIA,Arizona State University,11,717,12405,5356,1223,1112,0.409,0.39,0.851,17.3,7.5,1.7,1.6,20,0.077,-1.5,1.6,Randy Pfund,4333 days 00:00:00.000000000,1,14,28
3219,Ernest Brown,0,0,2000,52,MIA,Indian Hills Community College,1,3,21,3,6,0,0.167,0,0.25,7,1,2,0,-0.2,-0.349,-24.7,-0.1,Randy Pfund,4333 days 00:00:00.000000000,1,14,28
3280,Caron Butler,0,0,2002,10,MIA,University of Connecticut,14,881,28333,12430,4387,2007,0.434,0.348,0.847,32.2,14.1,5,2.3,50.9,0.086,0.2,15.9,Randy Pfund,4333 days 00:00:00.000000000,1,14,25
3281,Rasual Butler,0,0,2002,52,MIA,La Salle University,13,809,17219,6092,1934,658,0.403,0.362,0.747,21.3,7.5,2.4,0.8,20.8,0.058,-2.1,-0.4,Randy Pfund,4333 days 00:00:00.000000000,1,14,25
3397,Dorell Wright,0,0,2004,19,MIA,0,11,549,12280,4597,2093,850,0.424,0.365,0.806,22.4,8.4,3.8,1.5,25.9,0.101,0.4,7.4,Randy Pfund,4333 days 00:00:00.000000000,0,14,18
3398,Pape Sow,0,0,2004,47,MIA,"California State University, Fullerton",3,76,879,219,214,12,0.416,0,0.678,11.6,2.9,2.8,0.2,0.8,0.044,-4.8,-0.6,Randy Pfund,4333 days 00:00:00.000000000,1,14,18
3399,Matt Freije,0,0,2004,53,MIA,Vanderbilt University,2,42,588,133,85,27,0.293,0.224,0.714,14,3.2,2,0.6,-0.6,-0.047,-6.3,-0.6,Randy Pfund,4333 days 00:00:00.000000000,1,14,18
3464,Wayne Simien,0,0,2005,29,MIA,University of Kansas,2,51,507,169,99,11,0.469,0,0.854,9.9,3.3,1.9,0.2,0.9,0.083,-4.8,-0.4,Randy Pfund,4333 days 00:00:00.000000000,1,14,16
3548,Jason Smith,0,0,2007,20,MIA,Colorado State University,8,489,8486,3179,1712,388,0.466,0.293,0.785,17.4,6.5,3.5,0.8,11.6,0.066,-2.7,-1.4,Randy Pfund,4333 days 00:00:00.000000000,1,14,31
3549,Stanko Barac,0,0,2007,39,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Randy Pfund,4333 days 00:00:00.000000000,0,14,31
3562,Michael Beasley,0,0,2008,2,MIA,Kansas State University,8,453,11038,5883,2194,587,0.452,0.343,0.759,24.4,13,4.8,1.3,11.1,0.048,-3.5,-4.2,Randy Pfund,4333 days 00:00:00.000000000,1,14,37
3563,Darnell Jackson,0,0,2008,52,MIA,University of Kansas,3,138,1039,308,203,26,0.449,0.235,0.644,7.5,2.2,1.5,0.2,1.3,0.059,-4.9,-0.7,Randy Pfund,4333 days 00:00:00.000000000,1,14,37
11,Hakeem Olajuwon,12,12,1984,1,HOU,University of Houston,18,1238,44222,26946,13748,3058,0.512,0.202,0.712,35.7,21.8,11.1,2.5,162.8,0.177,4.9,77.1,Ray Patterson,6417 days 00:00:00.000000000,1,5,10
12,Jim Petersen,0,0,1984,51,HOU,University of Minnesota,8,491,9802,3397,2354,487,0.486,0.071,0.725,20,6.9,4.8,1,13.8,0.067,-1.8,0.4,Ray Patterson,6417 days 00:00:00.000000000,1,5,10
13,Willie Jackson,0,0,1984,74,HOU,Centenary College of Louisiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,10
14,Al McClain,0,0,1984,97,HOU,University of New Hampshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,10
15,Joedy Gardner,0,0,1984,143,HOU,"California State University, Long Beach",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,10
16,Greg Wolff,0,0,1984,166,HOU,Angelo State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,10
17,Bill Coon,0,0,1984,188,HOU,Presbyterian College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,10
18,Robert Turner,0,0,1984,210,HOU,Canisius College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,10
446,Ralph Sampson,1,4,1983,1,HOU,University of Virginia,9,456,13591,7039,4011,1038,0.486,0.172,0.661,29.8,15.4,8.8,2.3,20.1,0.071,0,6.8,Ray Patterson,6417 days 00:00:00.000000000,1,5,9
447,Rodney McCray,0,0,1983,3,HOU,University of Louisville,10,768,24876,9014,5087,2750,0.503,0.26,0.761,32.4,11.7,6.6,3.6,56,0.108,1.6,23,Ray Patterson,6417 days 00:00:00.000000000,1,5,9
448,Craig Ehlo,0,0,1983,48,HOU,Washington State University,14,873,21071,7492,3139,2456,0.453,0.369,0.689,24.1,8.6,3.6,2.8,41.2,0.094,1.2,16.8,Ray Patterson,6417 days 00:00:00.000000000,1,5,9
449,Darrell Browder,0,0,1983,71,HOU,Texas Christian University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,9
450,Chuck Barnett,0,0,1983,94,HOU,University of Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,9
451,Jim Stack,0,0,1983,117,HOU,Northwestern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,9
452,Brian Kellerman,0,0,1983,140,HOU,University of Idaho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,9
453,Jeff Bolding,0,0,1983,163,HOU,Arkansas State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,9
454,James Campbell,0,0,1983,185,HOU,Oklahoma City University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,9
588,John Lucas,0,0,1976,1,HOU,University of Maryland,14,928,25556,9951,2151,6454,0.449,0.303,0.776,27.5,10.7,2.3,7,53.7,0.101,-0.4,10.3,Ray Patterson,6417 days 00:00:00.000000000,1,5,2
589,Phil Hicks,0,0,1976,27,HOU,Tulane University,2,57,390,132,94,32,0.447,0,0.778,6.8,2.3,1.6,0.6,0.5,0.058,-2.9,-0.1,Ray Patterson,6417 days 00:00:00.000000000,1,5,2
590,Barnes Hauptfuhrer,0,0,1976,44,HOU,Princeton University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,2
591,Hercle Ivy,0,0,1976,61,HOU,Iowa State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,2
592,Dave Marrs,0,0,1976,78,HOU,University of Houston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,2
593,Robert Paige,0,0,1976,96,HOU,Houston Baptist University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,2
594,Barry Davis,0,0,1976,114,HOU,Texas A&M University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,2
595,Dan Kruger,0,0,1976,132,HOU,University of Texas at Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,2
904,Larry Moffett,0,0,1977,34,HOU,"University of Nevada, Las Vegas",1,20,110,16,21,7,0.294,0,0.6,5.5,0.8,1.1,0.4,-0.1,-0.042,-4.7,-0.1,Ray Patterson,6417 days 00:00:00.000000000,1,5,3
905,Robert Reid,0,0,1977,40,HOU,St. Mary's University,13,919,25109,10448,4168,2500,0.458,0.291,0.732,27.3,11.4,4.5,2.7,40.3,0.077,0.1,13,Ray Patterson,6417 days 00:00:00.000000000,1,5,3
906,Phil Bond,0,0,1977,62,HOU,University of Louisville,1,7,21,4,4,2,0.333,0,0,3,0.6,0.6,0.3,0,-0.092,-6.4,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,3
907,Rocky Smith,0,0,1977,84,HOU,Oregon State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,3
908,Ed Thompson,0,0,1977,106,HOU,Idaho State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,3
1092,Buster Matheney,0,0,1978,28,HOU,University of Utah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,4
1093,Billy Ray Bates,0,0,1978,47,HOU,Kentucky State University,4,187,3328,2197,313,352,0.474,0.303,0.796,17.8,11.7,1.7,1.9,6.9,0.099,-1.8,0.2,Ray Patterson,6417 days 00:00:00.000000000,1,5,4
1094,Jackie Robinson,0,0,1978,67,HOU,"University of Nevada, Las Vegas",3,22,185,83,27,13,0.463,0,0.7,8.4,3.8,1.2,0.6,0.3,0.089,-3.3,-0.1,Ray Patterson,6417 days 00:00:00.000000000,1,5,4
1095,Joel Thompson,0,0,1978,69,HOU,University of Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,4
1096,Gary Goodner,0,0,1978,91,HOU,University of Texas at Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,4
1097,Eddie Joe Chavez,0,0,1978,113,HOU,Santa Clara University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,4
1098,Stan Stewart,0,0,1978,134,HOU,Loyola Marymount University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,4
1226,Lee Johnson,0,0,1979,17,HOU,East Texas State University,1,12,90,17,22,1,0.28,0,0.6,7.5,1.4,1.8,0.1,-0.2,-0.095,-11.4,-0.2,Ray Patterson,6417 days 00:00:00.000000000,1,5,5
1227,Paul Mokeski,0,0,1979,42,HOU,University of Kansas,12,694,9739,2764,2342,500,0.451,0.216,0.694,14,4,3.4,0.7,13.5,0.067,-2.6,-1.4,Ray Patterson,6417 days 00:00:00.000000000,1,5,5
1228,Ricardo Brown,0,0,1979,59,HOU,Pepperdine University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,5
1229,Sammy Drummer,0,0,1979,76,HOU,Georgia Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,5
1230,Lionel Green,0,0,1979,80,HOU,Louisiana State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,5
1231,Allen Leavell,0,0,1979,104,HOU,Oklahoma City University,10,700,16248,6684,1164,3339,0.45,0.234,0.834,23.2,9.5,1.7,4.8,29.9,0.088,-1.1,3.6,Ray Patterson,6417 days 00:00:00.000000000,1,5,5
1232,Collie Davis,0,0,1979,124,HOU,Southern University and A&M College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,5
1233,Rich Valavicius,0,0,1979,143,HOU,Auburn University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,5
1234,Delbert Watson,0,0,1979,161,HOU,East Tennessee State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,5
1517,John Stroud,0,0,1980,27,HOU,University of Mississippi,1,9,88,25,13,9,0.324,0,0.75,9.8,2.8,1.4,1,-0.1,-0.036,-6.5,-0.1,Ray Patterson,6417 days 00:00:00.000000000,1,5,6
1518,Terry Stotts,0,0,1980,38,HOU,University of Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,6
1519,Billy Williams,0,0,1980,43,HOU,Clemson University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,6
1520,Dean Hunger,0,0,1980,84,HOU,Utah State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,6
1521,Albert Jones,0,0,1980,106,HOU,University of New Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,6
1522,Everette Jefferson,0,0,1980,130,HOU,University of New Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,6
1523,Joe Nehls,0,0,1980,152,HOU,University of Arizona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,6
1524,Rosie Barnes,0,0,1980,173,HOU,Bowling Green State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,6
1692,Ed Turner,0,0,1981,45,HOU,Texas A&M University-Kingsville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,7
1693,Larry Spriggs,0,0,1981,81,HOU,Howard University,5,169,2202,873,384,218,0.517,0,0.752,13,5.2,2.3,1.3,3.4,0.074,-1.3,0.4,Ray Patterson,6417 days 00:00:00.000000000,1,5,7
1694,Hasan Houston,0,0,1981,105,HOU,Bradley University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,7
1695,Fred Cowan,0,0,1981,127,HOU,University of Kentucky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,7
1696,Joe Faine,0,0,1981,151,HOU,Bowling Green State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,7
1697,Stanley Brewer,0,0,1981,172,HOU,State University of West Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,7
1821,Terry Teagle,0,0,1982,16,HOU,Baylor University,11,687,14509,7982,1803,956,0.465,0.21,0.792,21.1,11.6,2.6,1.4,13.4,0.044,-3.5,-5.6,Ray Patterson,6417 days 00:00:00.000000000,1,5,8
1822,Jeff Taylor,0,0,1982,42,HOU,Texas Tech University,2,56,818,179,82,113,0.412,0,0.696,14.6,3.2,1.5,2,-0.1,-0.008,-4,-0.4,Ray Patterson,6417 days 00:00:00.000000000,1,5,8
1823,Chuck Nevitt,0,0,1982,63,HOU,North Carolina State University,9,155,826,251,239,19,0.438,0,0.589,5.3,1.6,1.5,0.1,0.5,0.031,-4.4,-0.5,Ray Patterson,6417 days 00:00:00.000000000,1,5,8
1824,Andre Gaddy,0,0,1982,85,HOU,George Mason University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,8
1825,Jeff Schneider,0,0,1982,107,HOU,Virginia Polytechnic Institute and State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,1,5,8
